family,label,formula,structure_type,structure_conf,voltage_V,voltage_conf,capacity_mAh_g,capacity_conf,thermal_C,formation_energy_eV,fe_confidence,is_stable,synthesizability,zfc_satisfied,is_rediscovery,closest_known,closest_distance,nearest_3
Olivine phosphate,Olivine-Ni0.3Fe0.7,LiNi0.3Fe0.7PO4,olivine,0.97,3.739,0.95,211.8,0.95,329,-1.923,0.95,True,0.931,4/4,False,LFP,0.4243,LFP(0.424); LMO(2.362); NMC622(2.379)
Olivine phosphate,Olivine-Ni0.4Fe0.6,LiNi0.4Fe0.6PO4,olivine,0.97,3.757,0.95,214.4,0.95,311,-1.923,0.94,True,0.930,4/4,False,LFP,0.5657,LFP(0.566); NMC622(2.341); LMO(2.349)
Olivine phosphate,Olivine-Ni0.5Fe0.5,LiNi0.5Fe0.5PO4,olivine,0.97,3.772,0.95,216.6,0.95,294,-1.871,0.93,True,0.926,4/4,False,LFP,0.7071,LFP(0.707); NMC622(2.311); NMC811(2.315)
Olivine phosphate,Olivine-Ni0.6Fe0.4,LiNi0.6Fe0.4PO4,olivine,0.96,3.784,0.95,218.2,0.95,278,-1.861,0.92,True,0.922,4/4,False,LFP,0.8485,LFP(0.849); NMC811(2.285); NMC622(2.289)
Olivine phosphate,Olivine-Ni0.7Fe0.3,LiNi0.7Fe0.3PO4,olivine,0.96,3.794,0.95,219.6,0.95,263,-1.858,0.90,True,0.920,4/4,False,LFP,0.9899,LFP(0.990); NMC811(2.263); NMC622(2.276)
Olivine phosphate,Olivine-Ni0.8Fe0.2,LiNi0.8Fe0.2PO4,olivine,0.96,3.803,0.94,220.6,0.95,248,-1.856,0.89,True,0.917,4/4,False,LFP,1.1314,LFP(1.131); NMC811(2.249); NMC622(2.272)
Olivine phosphate,Olivine-Ni0.9Fe0.1,LiNi0.9Fe0.1PO4,olivine,0.96,3.809,0.94,221.4,0.95,233,-1.848,0.88,True,0.914,4/4,False,LFP,1.2728,LFP(1.273); NMC811(2.245); NMC622(2.276)
Olivine phosphate,Olivine-Ni1.0Fe0.0,LiNiPO4,olivine,0.95,3.815,0.93,222.1,0.95,217,-1.846,0.86,True,0.911,4/4,False,LFP,1.4142,LFP(1.414); NMC811(2.249); NMC622(2.289)
Spinel,Spinel-Ni0.0Mn2.0,LiNi0.0Mn2.0O4,spinel,0.98,4.029,0.92,188.7,0.90,300,-1.832,0.95,True,0.928,4/4,True,LMO,0.0000,LMO(0.000); LFP(2.449); NMC111(2.646)
Spinel,Spinel-Ni0.1Mn1.9,LiNi0.1Mn1.9O4,spinel,0.98,3.997,0.95,193.2,0.93,293,-1.836,0.95,True,0.928,4/4,False,LMO,0.1414,LMO(0.141); LFP(2.371); NMC111(2.573)
Spinel,Spinel-Ni0.2Mn1.8,LiNi0.2Mn1.8O4,spinel,0.98,3.969,0.95,198.3,0.95,287,-1.831,0.95,True,0.928,4/4,False,LMO,0.2828,LMO(0.283); LFP(2.298); NMC111(2.506)
Spinel,Spinel-Ni0.3Mn1.7,LiNi0.3Mn1.7O4,spinel,0.98,3.946,0.95,202.6,0.95,282,-1.817,0.95,True,0.928,4/4,False,LMO,0.4243,LMO(0.424); LFP(2.232); NMC111(2.445)
Spinel,Spinel-Ni0.4Mn1.6,LiNi0.4Mn1.6O4,spinel,0.98,3.928,0.95,206.1,0.95,277,-1.792,0.95,True,0.927,4/4,False,LMO,0.5657,LMO(0.566); LFP(2.173); NMC111(2.392)
Spinel,Spinel-Ni0.5Mn1.5,LiNi0.5Mn1.5O4,spinel,0.98,3.914,0.95,208.9,0.95,272,-1.745,0.95,True,0.925,4/4,False,LMO,0.7071,LMO(0.707); LFP(2.121); NMC111(2.345)
Spinel,Spinel-Ni0.6Mn1.4,LiNi0.6Mn1.4O4,spinel,0.98,3.902,0.95,211.1,0.95,268,-1.772,0.95,True,0.926,4/4,False,LMO,0.8485,LMO(0.849); LFP(2.078); NMC111(2.307)
Spinel,Spinel-Ni0.7Mn1.3,LiNi0.7Mn1.3O4,spinel,0.98,3.892,0.95,212.8,0.95,263,-1.785,0.95,True,0.926,4/4,False,LMO,0.9899,LMO(0.990); LFP(2.045); NMC111(2.276)
Spinel,Spinel-Ni0.8Mn1.2,LiNi0.8Mn1.2O4,spinel,0.98,3.884,0.94,214.1,0.95,259,-1.792,0.95,True,0.927,4/4,False,LMO,1.1314,LMO(1.131); LFP(2.020); NMC622(2.254)
Li-rich layered,LiRich-Li1.1Ni0.2Mn0.3Co0.5,Li1.1Ni0.2Mn0.3Co0.5O2,layered,0.98,3.764,0.95,369.4,0.91,220,-1.860,0.95,True,0.929,4/4,False,NMC111,0.2380,NMC111(0.238); NMC622(0.520); LCO(0.624)
Li-rich layered,LiRich-Li1.1Ni0.2Mn0.4Co0.4,Li1.1Ni0.2Mn0.4Co0.4O2,layered,0.98,3.772,0.95,363.0,0.92,226,-1.885,0.95,True,0.930,4/4,False,NMC111,0.1915,NMC111(0.191); NMC622(0.500); NMC811(0.742)
Li-rich layered,LiRich-Li1.1Ni0.2Mn0.5Co0.3,Li1.1Ni0.2Mn0.5Co0.3O2,layered,0.98,3.761,0.95,375.3,0.91,230,-1.863,0.95,True,0.929,4/4,False,NMC111,0.2380,NMC111(0.238); NMC622(0.520); NMC811(0.755)
Li-rich layered,LiRich-Li1.1Ni0.3Mn0.3Co0.4,Li1.1Ni0.3Mn0.3Co0.4O2,layered,0.98,3.789,0.95,342.3,0.93,222,-1.859,0.95,True,0.929,4/4,False,NMC111,0.1291,NMC111(0.129); NMC622(0.387); NMC811(0.624)
Li-rich layered,LiRich-Li1.1Ni0.3Mn0.4Co0.3,Li1.1Ni0.3Mn0.4Co0.3O2,layered,0.98,3.790,0.95,343.7,0.93,227,-1.860,0.95,True,0.929,4/4,False,NMC111,0.1291,NMC111(0.129); NMC622(0.387); NMC811(0.624)
Li-rich layered,LiRich-Li1.1Ni0.3Mn0.5Co0.2,Li1.1Ni0.3Mn0.5Co0.2O2,layered,0.98,3.763,0.95,370.8,0.92,227,-1.859,0.95,True,0.929,4/4,False,NMC111,0.2380,NMC111(0.238); NMC622(0.436); NMC811(0.656)
Li-rich layered,LiRich-Li1.1Ni0.4Mn0.3Co0.3,Li1.1Ni0.4Mn0.3Co0.3O2,layered,0.98,3.792,0.95,336.5,0.93,219,-1.829,0.95,True,0.928,4/4,False,NMC111,0.1291,NMC111(0.129); NMC622(0.265); NMC811(0.500)
Li-rich layered,LiRich-Li1.1Ni0.4Mn0.4Co0.2,Li1.1Ni0.4Mn0.4Co0.2O2,layered,0.98,3.777,0.95,351.8,0.93,221,-1.824,0.95,True,0.928,4/4,False,NMC111,0.1915,NMC111(0.191); NMC622(0.300); NMC811(0.520)
Li-rich layered,LiRich-Li1.1Ni0.4Mn0.5Co0.1,Li1.1Ni0.4Mn0.5Co0.1O2,layered,0.98,3.755,0.95,375.5,0.91,223,-1.852,0.95,True,0.929,4/4,False,NMC111,0.3109,NMC111(0.311); NMC622(0.387); NMC811(0.574)
Li-rich layered,LiRich-Li1.1Ni0.5Mn0.3Co0.2,Li1.1Ni0.5Mn0.3Co0.2O2,layered,0.98,3.784,0.95,340.5,0.93,211,-1.810,0.95,True,0.927,4/4,False,NMC622,0.1732,NMC622(0.173); NMC111(0.238); NMC811(0.387)
Li-rich layered,LiRich-Li1.1Ni0.5Mn0.4Co0.1,Li1.1Ni0.5Mn0.4Co0.1O2,layered,0.98,3.766,0.95,359.6,0.92,215,-1.810,0.95,True,0.927,4/4,False,NMC622,0.2646,NMC622(0.265); NMC111(0.311); NMC811(0.436)
Li-rich layered,LiRich-Li1.1Ni0.5Mn0.5Co0.0,Li1.1Ni0.5Mn0.5Co0.0O2,layered,0.98,3.745,0.95,382.2,0.91,219,-1.809,0.95,True,0.927,4/4,False,NMC622,0.3873,NMC622(0.387); NMC111(0.420); NMC811(0.520)
Li-rich layered,LiRich-Li1.2Ni0.2Mn0.3Co0.5,Li1.2Ni0.2Mn0.3Co0.5O2,layered,0.98,3.754,0.95,378.3,0.91,219,-1.854,0.95,True,0.929,4/4,False,NMC111,0.2944,NMC111(0.294); NMC622(0.548); LCO(0.648)
Li-rich layered,LiRich-Li1.2Ni0.2Mn0.4Co0.4,Li1.2Ni0.2Mn0.4Co0.4O2,layered,0.98,3.757,0.95,376.2,0.91,224,-1.879,0.95,True,0.930,4/4,False,NMC111,0.2582,NMC111(0.258); NMC622(0.529); NMC811(0.762)
Li-rich layered,LiRich-Li1.2Ni0.2Mn0.5Co0.3,Li1.2Ni0.2Mn0.5Co0.3O2,layered,0.98,3.749,0.95,385.0,0.91,228,-1.856,0.95,True,0.841,3/4,False,NMC111,0.2944,NMC111(0.294); NMC622(0.548); NMC811(0.775)
Li-rich layered,LiRich-Li1.2Ni0.3Mn0.3Co0.4,Li1.2Ni0.3Mn0.3Co0.4O2,layered,0.98,3.766,0.95,362.3,0.92,218,-1.848,0.95,True,0.929,4/4,False,NMC111,0.2160,NMC111(0.216); NMC622(0.424); NMC811(0.648)
Li-rich layered,LiRich-Li1.2Ni0.3Mn0.4Co0.3,Li1.2Ni0.3Mn0.4Co0.3O2,layered,0.98,3.766,0.95,364.3,0.92,223,-1.848,0.95,True,0.929,4/4,False,NMC111,0.2160,NMC111(0.216); NMC622(0.424); NMC811(0.648)
Li-rich layered,LiRich-Li1.2Ni0.3Mn0.5Co0.2,Li1.2Ni0.3Mn0.5Co0.2O2,layered,0.98,3.751,0.95,380.3,0.91,226,-1.852,0.95,True,0.841,3/4,False,NMC111,0.2944,NMC111(0.294); NMC622(0.469); NMC811(0.678)
Li-rich layered,LiRich-Li1.2Ni0.4Mn0.3Co0.3,Li1.2Ni0.4Mn0.3Co0.3O2,layered,0.98,3.770,0.95,355.0,0.92,216,-1.812,0.95,True,0.927,4/4,False,NMC111,0.2160,NMC111(0.216); NMC622(0.316); NMC811(0.529)
Li-rich layered,LiRich-Li1.2Ni0.4Mn0.4Co0.2,Li1.2Ni0.4Mn0.4Co0.2O2,layered,0.98,3.763,0.95,364.4,0.92,219,-1.813,0.95,True,0.927,4/4,False,NMC111,0.2582,NMC111(0.258); NMC622(0.346); NMC811(0.548)
Li-rich layered,LiRich-Li1.2Ni0.4Mn0.5Co0.1,Li1.2Ni0.4Mn0.5Co0.1O2,layered,0.98,3.747,0.95,382.4,0.91,222,-1.846,0.95,True,0.841,3/4,False,NMC111,0.3559,NMC111(0.356); NMC622(0.424); NMC811(0.600)
Li-rich layered,LiRich-Li1.2Ni0.5Mn0.3Co0.2,Li1.2Ni0.5Mn0.3Co0.2O2,layered,0.98,3.768,0.95,354.4,0.92,211,-1.801,0.95,True,0.927,4/4,False,NMC622,0.2449,NMC622(0.245); NMC111(0.294); NMC811(0.424)
Li-rich layered,LiRich-Li1.2Ni0.5Mn0.4Co0.1,Li1.2Ni0.5Mn0.4Co0.1O2,layered,0.98,3.756,0.95,368.4,0.91,215,-1.802,0.95,True,0.927,4/4,False,NMC622,0.3162,NMC622(0.316); NMC111(0.356); NMC811(0.469)
Li-rich layered,LiRich-Li1.2Ni0.5Mn0.5Co0.0,Li1.2Ni0.5Mn0.5Co0.0O2,layered,0.98,3.738,0.95,387.8,0.90,219,-1.803,0.95,True,0.840,3/4,False,NMC622,0.4243,NMC622(0.424); NMC111(0.455); NMC811(0.548)
Li-rich layered,LiRich-Li1.3Ni0.2Mn0.3Co0.5,Li1.3Ni0.2Mn0.3Co0.5O2,layered,0.98,3.741,0.95,388.9,0.90,218,-1.847,0.95,True,0.929,4/4,False,NMC111,0.3697,NMC111(0.370); NMC622(0.592); LCO(0.686)
Li-rich layered,LiRich-Li1.3Ni0.2Mn0.4Co0.4,Li1.3Ni0.2Mn0.4Co0.4O2,layered,0.98,3.742,0.95,389.0,0.90,223,-1.875,0.95,True,0.842,3/4,False,NMC111,0.3416,NMC111(0.342); NMC622(0.574); NMC811(0.794)
Li-rich layered,LiRich-Li1.3Ni0.2Mn0.5Co0.3,Li1.3Ni0.2Mn0.5Co0.3O2,layered,0.98,3.737,0.95,396.1,0.90,227,-1.849,0.95,True,0.841,3/4,False,NMC111,0.3697,NMC111(0.370); NMC622(0.592); NMC811(0.806)
Li-rich layered,LiRich-Li1.3Ni0.3Mn0.3Co0.4,Li1.3Ni0.3Mn0.3Co0.4O2,layered,0.98,3.749,0.95,378.0,0.91,216,-1.841,0.95,True,0.928,4/4,False,NMC111,0.3109,NMC111(0.311); NMC622(0.480); NMC811(0.686)
Li-rich layered,LiRich-Li1.3Ni0.3Mn0.4Co0.3,Li1.3Ni0.3Mn0.4Co0.3O2,layered,0.98,3.748,0.95,380.6,0.91,221,-1.840,0.95,True,0.841,3/4,False,NMC111,0.3109,NMC111(0.311); NMC622(0.480); NMC811(0.686)
Li-rich layered,LiRich-Li1.3Ni0.3Mn0.5Co0.2,Li1.3Ni0.3Mn0.5Co0.2O2,layered,0.98,3.739,0.95,391.6,0.90,225,-1.845,0.95,True,0.841,3/4,False,NMC111,0.3697,NMC111(0.370); NMC622(0.520); NMC811(0.714)
Li-rich layered,LiRich-Li1.3Ni0.4Mn0.3Co0.3,Li1.3Ni0.4Mn0.3Co0.3O2,layered,0.98,3.752,0.95,371.2,0.91,214,-1.800,0.95,True,0.927,4/4,False,NMC111,0.3109,NMC111(0.311); NMC622(0.387); NMC811(0.574)
Li-rich layered,LiRich-Li1.3Ni0.4Mn0.4Co0.2,Li1.3Ni0.4Mn0.4Co0.2O2,layered,0.98,3.748,0.95,378.0,0.91,218,-1.803,0.95,True,0.840,3/4,False,NMC111,0.3416,NMC111(0.342); NMC622(0.412); NMC811(0.592)
Li-rich layered,LiRich-Li1.3Ni0.4Mn0.5Co0.1,Li1.3Ni0.4Mn0.5Co0.1O2,layered,0.98,3.735,0.95,391.9,0.90,222,-1.840,0.95,True,0.841,3/4,False,NMC111,0.4203,NMC111(0.420); NMC622(0.480); NMC811(0.640)
Li-rich layered,LiRich-Li1.3Ni0.5Mn0.3Co0.2,Li1.3Ni0.5Mn0.3Co0.2O2,layered,0.98,3.752,0.95,369.2,0.91,210,-1.793,0.95,True,0.927,4/4,False,NMC622,0.3317,NMC622(0.332); NMC111(0.370); NMC811(0.480)
Li-rich layered,LiRich-Li1.3Ni0.5Mn0.4Co0.1,Li1.3Ni0.5Mn0.4Co0.1O2,layered,0.98,3.743,0.95,379.9,0.90,214,-1.795,0.95,True,0.839,3/4,False,NMC622,0.3873,NMC622(0.387); NMC111(0.420); NMC811(0.520)
Li-rich layered,LiRich-Li1.3Ni0.5Mn0.5Co0.0,Li1.3Ni0.5Mn0.5Co0.0O2,layered,0.98,3.729,0.95,395.9,0.89,218,-1.797,0.95,True,0.839,3/4,False,NMC622,0.4796,NMC622(0.480); NMC111(0.507); NMC811(0.592)
